""	"TCGA-23-2078-01"	"TCGA-20-1687-01"	"TCGA-57-1582-01"	"TCGA-13-1410-01"	"TCGA-13-1405-01"	"TCGA-24-2271-01"	"TCGA-61-2111-01"	"TCGA-36-1574-01"	"TCGA-13-1505-01"
"VDAC1P3"	6	4	0	4	2	0	0	3	1
"VDAC1P4"	6	1	2	7	9	4	1	4	3
"VDAC1P5"	3	0	1	2	2	0	0	5	0
"VDAC1P6"	9	9	2	6	5	0	4	5	0
"VDAC1P7"	5	1	3	1	0	1	0	1	0
"VDAC1P8"	182	19	126	98	99	70	110	66	87
"VDAC1P9"	1	0	1	0	0	0	0	0	0
"VDAC2"	21841	15814	11533	12237	12351	3815	6925	13709	5297
"VDAC2P1"	2	0	0	0	0	0	0	1	0
"VDAC2P2"	6	2	1	1	1	0	2	0	0
"VDAC2P3"	3	3	4	1	3	1	2	0	0
"VDAC2P4"	0	0	0	0	0	1	0	0	0
"VDAC2P5"	458	290	249	289	215	46	126	414	80
"VDAC3"	9951	4494	11120	4299	8436	2068	3976	5433	4755
"VDAC3P1"	10	3	12	1	8	1	0	4	3
"VDR"	2787	781	862	1059	2610	1207	202	4123	2341
"VEGFA"	15217	3385	6045	24195	18956	3256	4031	19461	6512
"VEGFB"	11725	5443	7117	9336	8492	2213	2632	12320	5989
"VEGFC"	757	342	1873	314	587	213	189	923	313
"VEGFD"	22	2	11	5	8	7	15	20	2
"VENTX"	127	27	28	60	84	53	35	26	57
"VENTXP1"	1	0	0	0	0	0	0	0	0
"VENTXP2"	0	0	0	0	0	0	0	0	0
"VENTXP3"	0	0	0	0	0	0	0	0	0
"VENTXP4"	0	0	0	0	0	0	0	0	0
"VENTXP5"	0	0	0	0	1	0	0	0	1
"VENTXP6"	6	0	0	1	1	1	2	0	2
"VENTXP7"	0	0	0	0	0	0	0	0	3
"VEPH1"	951	188	706	532	201	249	260	497	278
"VEZF1"	8782	3430	3497	7591	5945	2320	6496	13350	3882
"VEZF1P1"	8	2	2	8	4	0	10	17	5
"VEZT"	2733	615	3267	2028	2369	1518	1907	3579	4021
"VEZTP1"	38	2	1	17	5	2	7	7	23
"VGF"	23	4	50	23	23	19	16	74	32
"VGLL1"	721	2657	790	3178	2521	3738	498	392	237
"VGLL2"	0	3	15	11	4	0	0	2	0
"VGLL3"	1507	102	272	282	772	305	36	773	374
"VGLL4"	8351	3751	4420	7049	7993	2695	2587	6801	8095
"VHL"	4715	1138	3211	2652	3670	1229	2858	3340	2291
"VHLL"	8	0	1	1	1	0	0	1	1
"VIL1"	7	2	19	14	8	3	13	68	5
"VILL"	1688	1242	424	1078	331	327	142	412	249
"VIM"	69942	32129	22276	51785	93228	18443	14801	41907	66316
"VIM-AS1"	152	195	46	153	425	64	27	140	350
"VIP"	10	0	2	3	5	0	3	3	2
"VIPAS39"	2863	916	2540	2685	1425	685	1537	1366	1968
"VIPR1"	439	835	167	272	292	251	96	252	656
"VIPR1-AS1"	54	13	7	6	15	13	9	7	35
"VIPR2"	73	48	56	57	93	173	29	11	49
"VIRMA"	4911	3972	7736	5666	9056	2301	2192	5619	4459
"VIT"	7	0	4	9	18	4	0	1	117
"VKORC1"	3093	1151	2781	1357	2970	846	834	2438	1633
"VKORC1L1"	3212	3288	4547	7367	7327	2059	1919	3347	2573
"VKORC1P1"	1	0	2	1	0	0	0	2	0
"VLDLR"	1357	684	198	917	4102	457	1864	2750	5128
"VLDLR-AS1"	65	4	14	63	136	47	74	98	216
"VMA21"	4821	3078	5588	4196	4993	1401	2447	4772	1939
"VMAC"	831	632	589	584	460	446	302	631	276
"VMO1"	166	81	58	341	192	39	52	119	66
"VMP1"	18362	4210	12900	9157	11830	10657	6142	33009	7747
"VN1R1"	311	53	41	130	195	195	35	21	133
"VN1R104P"	0	0	0	0	0	0	0	0	0
"VN1R105P"	0	0	0	0	0	0	0	0	0
"VN1R107P"	25	1	2	2	8	10	0	0	8
"VN1R108P"	39	45	23	12	16	5	11	5	70
"VN1R10P"	0	0	0	0	0	0	0	0	0
"VN1R110P"	8	1	2	3	6	6	0	0	3
"VN1R11P"	0	1	0	0	0	0	0	0	0
"VN1R12P"	3	0	1	3	1	0	2	0	2
"VN1R13P"	0	0	1	0	0	0	0	0	1
"VN1R17P"	1	0	0	0	0	0	0	0	0
"VN1R18P"	0	1	0	0	0	0	0	0	0
"VN1R2"	1	0	0	1	0	4	0	1	2
"VN1R20P"	7	4	2	17	2	2	4	1	2
"VN1R21P"	2	1	0	0	0	0	5	1	0
"VN1R25P"	0	0	0	0	0	0	0	0	0
"VN1R28P"	2	0	0	2	0	0	1	0	0
"VN1R3"	0	0	0	1	0	0	0	0	0
"VN1R31P"	0	0	0	0	0	0	0	0	0
"VN1R32P"	0	0	0	0	0	0	1	0	0
"VN1R33P"	0	0	0	0	0	0	0	0	0
"VN1R34P"	0	0	0	1	0	0	1	0	1
"VN1R35P"	0	0	0	0	0	0	2	0	0
"VN1R36P"	0	0	0	0	0	0	0	0	0
"VN1R37P"	0	0	0	0	0	0	1	0	6
"VN1R38P"	0	0	0	0	0	0	0	0	0
"VN1R4"	0	0	0	0	0	0	0	0	0
"VN1R40P"	0	0	0	0	0	0	0	0	1
"VN1R42P"	7	4	7	22	4	9	5	1	3
"VN1R46P"	0	0	0	0	0	0	0	0	0
"VN1R48P"	0	1	0	3	2	4	0	0	0
"VN1R5"	4	1	0	6	2	0	0	0	0
"VN1R51P"	4	0	0	0	4	0	2	0	5
"VN1R53P"	0	0	0	0	0	0	0	0	0
"VN1R54P"	0	0	0	0	0	0	1	0	2
"VN1R64P"	0	0	0	0	0	1	0	0	0
"VN1R65P"	0	0	0	0	0	0	0	0	0
"VN1R66P"	0	1	0	0	0	0	0	0	0
"VN1R67P"	1	0	0	0	0	0	0	0	0
"VN1R68P"	0	0	0	1	0	0	0	0	0
"VN1R69P"	0	0	0	0	0	0	1	0	0
"VN1R6P"	0	0	0	0	0	0	0	0	0
"VN1R70P"	0	0	0	0	0	0	0	0	0
"VN1R71P"	0	0	0	0	0	0	0	0	0
